Year,Sex,Region,Agegroup,Pop_EndOfYear,Pop_MidYear
1952,1,60,01,293533,298086
1952,1,60,02,326481,322706
1952,1,60,03,248205,241915
1952,1,60,04,212454,211644
1952,1,60,05,224757,225995
1952,1,60,06,252922,256311
1952,1,60,07,281128,280717
1952,1,60,08,269761,271371
1952,1,60,09,277471,276162
1952,1,60,10,250450,248234
1952,1,60,11,223576,221127
1952,1,60,12,191922,189538
1952,1,60,13,159774,159186
1952,1,60,14,134653,132835
1952,1,60,15,99869,99691
1952,1,60,16,67206,65829
1952,1,60,17,32430,31821
1952,1,60,18,12622,12741
1952,1,60,21,3261,3200
1952,2,60,01,277838,282334
1952,2,60,02,310275,306736
1952,2,60,03,238681,232736
1952,2,60,04,206317,206027
1952,2,60,05,225258,226101
1952,2,60,06,249253,252495
1952,2,60,07,275598,274897
1952,2,60,08,264336,265790
1952,2,60,09,271735,270872
1952,2,60,10,253033,251432
1952,2,60,11,231366,228935
1952,2,60,12,203869,201956
1952,2,60,13,177022,176445
1952,2,60,14,150659,148542
1952,2,60,15,113944,113282
1952,2,60,16,76759,75358
1952,2,60,17,39783,39209
1952,2,60,18,17299,17430
1952,2,60,21,5106,4996
1953,1,60,01,285524,289529
1953,1,60,02,326988,326735
1953,1,60,03,264077,256141
1953,1,60,04,217241,214848
1953,1,60,05,218935,221846
1953,1,60,06,245927,249425
1953,1,60,07,281826,281477
1953,1,60,08,265754,267758
1953,1,60,09,277884,277678
1953,1,60,10,256365,253408
1953,1,60,11,227299,225438
1953,1,60,12,196086,194004
1953,1,60,13,162249,161012
1953,1,60,14,137865,136259
1953,1,60,15,101206,100538
1953,1,60,16,68826,68016
1953,1,60,17,34062,33246
1953,1,60,18,12037,12330
1953,1,60,21,3447,3354
1953,2,60,01,269345,273592
1953,2,60,02,310833,310554
1953,2,60,03,253682,246182
1953,2,60,04,211070,208694
1953,2,60,05,219635,222447
1953,2,60,06,243705,246479
1953,2,60,07,276333,275966
1953,2,60,08,261115,262726
1953,2,60,09,271303,271519
1953,2,60,10,257804,255419
1953,2,60,11,234440,232903
1953,2,60,12,207607,205738
1953,2,60,13,179479,178251
1953,2,60,14,154282,152471
1953,2,60,15,115782,114863
1953,2,60,16,78961,77860
1953,2,60,17,41297,40540
1953,2,60,18,16753,17026
1953,2,60,21,5292,5199
1954,1,60,01,277664,281594
1954,1,60,02,321079,324034
1954,1,60,03,282480,273279
1954,1,60,04,224328,220785
1954,1,60,05,215799,217367
1954,1,60,06,239411,242669
1954,1,60,07,281198,281512
1954,1,60,08,262576,264165
1954,1,60,09,275984,276934
1954,1,60,10,262572,259469
1954,1,60,11,232480,229890
1954,1,60,12,199941,198014
1954,1,60,13,166088,164169
1954,1,60,14,138207,138036
1954,1,60,15,103080,102143
1954,1,60,16,70906,69866
1954,1,60,17,35370,34716
1954,1,60,18,12335,12186
1954,1,60,21,3515,3481
1954,2,60,01,261679,265512
1954,2,60,02,305392,308113
1954,2,60,03,270108,261895
1954,2,60,04,217927,214499
1954,2,60,05,216637,218136
1954,2,60,06,237390,240548
1954,2,60,07,276617,276475
1954,2,60,08,257690,259403
1954,2,60,09,269741,270522
1954,2,60,10,262963,260384
1954,2,60,11,238820,236630
1954,2,60,12,210722,209165
1954,2,60,13,183050,181265
1954,2,60,14,155966,155124
1954,2,60,15,118330,117056
1954,2,60,16,81947,80454
1954,2,60,17,42621,41959
1954,2,60,18,16635,16694
1954,2,60,21,5416,5354
1955,1,60,01,273916,275790
1955,1,60,02,312755,316917
1955,1,60,03,301715,292098
1955,1,60,04,230483,227406
1955,1,60,05,215118,215459
1955,1,60,06,235404,237408
1955,1,60,07,269821,275510
1955,1,60,08,272972,267774
1955,1,60,09,272960,274472
1955,1,60,10,267824,265198
1955,1,60,11,235787,234134
1955,1,60,12,204425,202183
1955,1,60,13,170411,168250
1955,1,60,14,139588,138898
1955,1,60,15,105624,104352
1955,1,60,16,71883,71395
1955,1,60,17,36935,36153
1955,1,60,18,12768,12552
1955,1,60,21,3594,3555
1955,2,60,01,258570,260125
1955,2,60,02,297150,301271
1955,2,60,03,287847,278978
1955,2,60,04,223909,220918
1955,2,60,05,213958,215298
1955,2,60,06,233699,235545
1955,2,60,07,265420,271019
1955,2,60,08,267377,262534
1955,2,60,09,267881,268811
1955,2,60,10,265393,264178
1955,2,60,11,241875,240348
1955,2,60,12,215033,212878
1955,2,60,13,187014,185032
1955,2,60,14,158573,157270
1955,2,60,15,121499,119915
1955,2,60,16,83908,82928
1955,2,60,17,44380,43501
1955,2,60,18,17049,16842
1955,2,60,21,5594,5505
1956,1,60,01,273711,273814
1956,1,60,02,302032,307394
1956,1,60,03,318675,310195
1956,1,60,04,236764,233624
1956,1,60,05,216316,215717
1956,1,60,06,232511,233958
1956,1,60,07,260204,265013
1956,1,60,08,278814,275893
1956,1,60,09,270340,271650
1956,1,60,10,270707,269266
1956,1,60,11,239772,237780
1956,1,60,12,209435,206930
1956,1,60,13,174081,172246
1956,1,60,14,141444,140516
1956,1,60,15,108481,107053
1956,1,60,16,72706,72295
1956,1,60,17,38070,37503
1956,1,60,18,13347,13058
1956,1,60,21,3734,3664
1956,2,60,01,257656,258113
1956,2,60,02,286507,291829
1956,2,60,03,303365,295606
1956,2,60,04,229606,226758
1956,2,60,05,214168,214063
1956,2,60,06,230246,231973
1956,2,60,07,256262,260841
1956,2,60,08,273201,270289
1956,2,60,09,265610,266746
1956,2,60,10,267086,266240
1956,2,60,11,245183,243529
1956,2,60,12,219590,217312
1956,2,60,13,190136,188575
1956,2,60,14,161158,159866
1956,2,60,15,125376,123438
1956,2,60,16,85667,84788
1956,2,60,17,45741,45061
1956,2,60,18,17607,17328
1956,2,60,21,5813,5704
1957,1,60,01,272572,273142
1957,1,60,02,293595,297814
1957,1,60,03,326556,322616
1957,1,60,04,249767,243266
1957,1,60,05,219013,217665
1957,1,60,06,230758,231635
1957,1,60,07,254208,257206
1957,1,60,08,280068,279441
1957,1,60,09,267450,268895
1957,1,60,10,273472,272090
1957,1,60,11,244225,241999
1957,1,60,12,214187,211811
1957,1,60,13,178453,176267
1957,1,60,14,142406,141925
1957,1,60,15,111461,109971
1957,1,60,16,72798,72752
1957,1,60,17,39739,38905
1957,1,60,18,13700,13524
1957,1,60,21,3678,3706
1957,2,60,01,257209,257433
1957,2,60,02,278072,282290
1957,2,60,03,310623,306994
1957,2,60,04,241513,235560
1957,2,60,05,215450,214809
1957,2,60,06,228089,229168
1957,2,60,07,249720,252991
1957,2,60,08,274939,274070
1957,2,60,09,262924,264267
1957,2,60,10,268954,268020
1957,2,60,11,248612,246898
1957,2,60,12,224567,222079
1957,2,60,13,193941,192039
1957,2,60,14,162563,161861
1957,2,60,15,129387,127382
1957,2,60,16,86654,86161
1957,2,60,17,47782,46762
1957,2,60,18,18041,17824
1957,2,60,21,5726,5770
1958,1,60,01,270399,271486
1958,1,60,02,286150,289873
1958,1,60,03,327706,327131
1958,1,60,04,265571,257669
1958,1,60,05,223903,221458
1958,1,60,06,225785,228272
1958,1,60,07,248112,251160
1958,1,60,08,281728,280898
1958,1,60,09,263902,265676
1958,1,60,10,274232,273852
1958,1,60,11,250392,247309
1958,1,60,12,217864,216026
1958,1,60,13,182601,180527
1958,1,60,14,144675,143541
1958,1,60,15,114248,112855
1958,1,60,16,73754,73276
1958,1,60,17,40739,40239
1958,1,60,18,14434,14067
1958,1,60,21,3521,3600
1958,2,60,01,255270,256240
1958,2,60,02,270159,274116
1958,2,60,03,311625,311124
1958,2,60,04,256442,248978
1958,2,60,05,219941,217696
1958,2,60,06,222754,225422
1958,2,60,07,244684,247202
1958,2,60,08,276327,275633
1958,2,60,09,260006,261465
1958,2,60,10,268838,268896
1958,2,60,11,253550,251081
1958,2,60,12,227929,226248
1958,2,60,13,197948,195945
1958,2,60,14,165301,163932
1958,2,60,15,133042,131215
1958,2,60,16,88450,87552
1958,2,60,17,49545,48664
1958,2,60,18,18928,18485
1958,2,60,21,5611,5669
1959,1,60,01,270149,270274
1959,1,60,02,278408,282279
1959,1,60,03,321894,324800
1959,1,60,04,283814,274693
1959,1,60,05,230095,226999
1959,1,60,06,222198,223992
1959,1,60,07,241631,244872
1959,1,60,08,281152,281440
1959,1,60,09,260959,262431
1959,1,60,10,272370,273301
1959,1,60,11,256534,253463
1959,1,60,12,223089,220477
1959,1,60,13,186530,184566
1959,1,60,14,148022,146349
1959,1,60,15,114597,114423
1959,1,60,16,75482,74618
1959,1,60,17,42156,41448
1959,1,60,18,15072,14753
1959,1,60,21,3618,3570
1959,2,60,01,254532,254901
1959,2,60,02,262624,266392
1959,2,60,03,306301,308963
1959,2,60,04,272497,264470
1959,2,60,05,225050,222496
1959,2,60,06,219617,221186
1959,2,60,07,238340,241512
1959,2,60,08,276620,276474
1959,2,60,09,256478,258242
1959,2,60,10,267396,268117
1959,2,60,11,258565,256058
1959,2,60,12,232339,230134
1959,2,60,13,201189,199569
1959,2,60,14,168898,167100
1959,2,60,15,134868,133955
1959,2,60,16,90888,89669
1959,2,60,17,51807,50676
1959,2,60,18,19839,19384
1959,2,60,21,5727,5669
1960,1,60,01,267379,268764
1960,1,60,02,274224,276316
1960,1,60,03,312536,317215
1960,1,60,04,303207,293511
1960,1,60,05,235769,232932
1960,1,60,06,219858,221028
1960,1,60,07,236317,238974
1960,1,60,08,268827,274990
1960,1,60,09,270497,265728
1960,1,60,10,268829,270600
1960,1,60,11,260941,258738
1960,1,60,12,225736,224413
1960,1,60,13,190335,188433
1960,1,60,14,151697,149860
1960,1,60,15,114919,114758
1960,1,60,16,77127,76305
1960,1,60,17,42520,42338
1960,1,60,18,15679,15376
1960,1,60,21,3722,3670
1960,2,60,01,252476,253504
1960,2,60,02,259289,260957
1960,2,60,03,297658,301980
1960,2,60,04,290845,281671
1960,2,60,05,230412,227731
1960,2,60,06,215594,217606
1960,2,60,07,233866,236103
1960,2,60,08,264647,270634
1960,2,60,09,265419,260949
1960,2,60,10,264683,266040
1960,2,60,11,260550,259558
1960,2,60,12,234935,233637
1960,2,60,13,205174,203182
1960,2,60,14,172759,170829
1960,2,60,15,136869,135869
1960,2,60,16,93332,92110
1960,2,60,17,52893,52350
1960,2,60,18,20548,20194
1960,2,60,21,5899,5813
1961,1,60,01,265457,266418
1961,1,60,02,274060,274142
1961,1,60,03,301962,307249
1961,1,60,04,320029,311618
1961,1,60,05,243620,239695
1961,1,60,06,220918,220388
1961,1,60,07,232775,234546
1961,1,60,08,259094,263961
1961,1,60,09,276141,273319
1961,1,60,10,266303,267566
1961,1,60,11,263748,262345
1961,1,60,12,229726,227731
1961,1,60,13,194914,192625
1961,1,60,14,155104,153401
1961,1,60,15,116432,115676
1961,1,60,16,79414,78271
1961,1,60,17,43059,42790
1961,1,60,18,16401,16040
1961,1,60,21,3883,3803
1961,2,60,01,251473,251975
1961,2,60,02,258413,258851
1961,2,60,03,287289,292474
1961,2,60,04,306112,298479
1961,2,60,05,236302,233357
1961,2,60,06,215313,215454
1961,2,60,07,230288,232077
1961,2,60,08,255540,260094
1961,2,60,09,271491,268455
1961,2,60,10,262472,263578
1961,2,60,11,262200,261375
1961,2,60,12,238335,236635
1961,2,60,13,209778,207476
1961,2,60,14,175967,174363
1961,2,60,15,139682,138276
1961,2,60,16,96688,95010
1961,2,60,17,54051,53472
1961,2,60,18,21346,20947
1961,2,60,21,6248,6074
1962,1,60,01,265732,265595
1962,1,60,02,272546,273303
1962,1,60,03,293212,297587
1962,1,60,04,327278,323654
1962,1,60,05,256462,250041
1962,1,60,06,223099,222009
1962,1,60,07,230072,231424
1962,1,60,08,252261,255678
1962,1,60,09,277082,276612
1962,1,60,10,263158,264731
1962,1,60,11,266316,265032
1962,1,60,12,234012,231869
1962,1,60,13,199362,197138
1962,1,60,14,159050,157077
1962,1,60,15,117232,116832
1962,1,60,16,81155,80285
1962,1,60,17,43196,43128
1962,1,60,18,16983,16692
1962,1,60,21,4044,3964
1962,2,60,01,251458,251466
1962,2,60,02,257571,257992
1962,2,60,03,278457,282873
1962,2,60,04,313156,309634
1962,2,60,05,247439,241871
1962,2,60,06,215973,215643
1962,2,60,07,227857,229073
1962,2,60,08,248769,252155
1962,2,60,09,272893,272192
1962,2,60,10,259901,261187
1962,2,60,11,263963,263082
1962,2,60,12,241752,240044
1962,2,60,13,214735,212257
1962,2,60,14,179754,177861
1962,2,60,15,141430,140556
1962,2,60,16,100280,98484
1962,2,60,17,54769,54410
1962,2,60,18,22372,21859
1962,2,60,21,6367,6308
1963,1,60,01,269715,267724
1963,1,60,02,270453,271500
1963,1,60,03,285830,289521
1963,1,60,04,328383,327831
1963,1,60,05,272843,264653
1963,1,60,06,228999,226049
1963,1,60,07,225549,227811
1963,1,60,08,246298,249280
1963,1,60,09,278604,277843
1963,1,60,10,259589,261374
1963,1,60,11,267017,266667
1963,1,60,12,239749,236881
1963,1,60,13,202619,200991
1963,1,60,14,162801,160926
1963,1,60,15,119287,118260
1963,1,60,16,82930,82043
1963,1,60,17,43384,43290
1963,1,60,18,17475,17229
1963,1,60,21,4174,4109
1963,2,60,01,255104,253281
1963,2,60,02,255615,256593
1963,2,60,03,270478,274468
1963,2,60,04,314144,313650
1963,2,60,05,262177,254808
1963,2,60,06,220803,218388
1963,2,60,07,222483,225170
1963,2,60,08,243694,246232
1963,2,60,09,274170,273532
1963,2,60,10,257017,258459
1963,2,60,11,263923,263943
1963,2,60,12,246622,244187
1963,2,60,13,218075,216405
1963,2,60,14,183572,181663
1963,2,60,15,144340,142885
1963,2,60,16,103459,101870
1963,2,60,17,56314,55542
1963,2,60,18,23272,22822
1963,2,60,21,6546,6457
1964,1,60,01,279008,274362
1964,1,60,02,271272,270863
1964,1,60,03,278706,282268
1964,1,60,04,323383,325883
1964,1,60,05,293320,283082
1964,1,60,06,238203,233601
1964,1,60,07,223905,224727
1964,1,60,08,240795,243547
1964,1,60,09,278546,278575
1964,1,60,10,257013,258301
1964,1,60,11,265474,266246
1964,1,60,12,245692,242721
1964,1,60,13,207476,205048
1964,1,60,14,165850,164326
1964,1,60,15,121959,120623
1964,1,60,16,83108,83019
1964,1,60,17,44589,43987
1964,1,60,18,18096,17786
1964,1,60,21,4502,4338
1964,2,60,01,264864,259984
1964,2,60,02,255733,255674
1964,2,60,03,263459,266969
1964,2,60,04,309714,311929
1964,2,60,05,279234,270706
1964,2,60,06,227707,224255
1964,2,60,07,219921,221202
1964,2,60,08,237828,240761
1964,2,60,09,275025,274598
1964,2,60,10,253768,255393
1964,2,60,11,262654,263289
1964,2,60,12,251750,249186
1964,2,60,13,222403,220239
1964,2,60,14,186772,185172
1964,2,60,15,148065,146203
1964,2,60,16,105324,104392
1964,2,60,17,58510,57412
1964,2,60,18,24583,23928
1964,2,60,21,6989,6768
1965,1,60,01,290766,284887
1965,1,60,02,269305,270289
1965,1,60,03,275455,277081
1965,1,60,04,316106,319745
1965,1,60,05,316396,304858
1965,1,60,06,247835,243019
1965,1,60,07,223894,223900
1965,1,60,08,237042,238919
1965,1,60,09,267375,272961
1965,1,60,10,267150,262082
1965,1,60,11,262566,264020
1965,1,60,12,250536,248114
1965,1,60,13,210320,208898
1965,1,60,14,169415,167633
1965,1,60,15,125131,123545
1965,1,60,16,83664,83386
1965,1,60,17,45905,45247
1965,1,60,18,18619,18358
1965,1,60,21,4993,4748
1965,2,60,01,275461,270163
1965,2,60,02,254435,255084
1965,2,60,03,260789,262124
1965,2,60,04,302447,306081
1965,2,60,05,298637,288936
1965,2,60,06,234061,230884
1965,2,60,07,216986,218454
1965,2,60,08,234292,236060
1965,2,60,09,264042,269534
1965,2,60,10,263505,258637
1965,2,60,11,260846,261750
1965,2,60,12,254168,252959
1965,2,60,13,225611,224007
1965,2,60,14,190953,188863
1965,2,60,15,151938,150002
1965,2,60,16,107499,106412
1965,2,60,17,60975,59743
1965,2,60,18,25584,25084
1965,2,60,21,7804,7397
1966,1,60,01,300879,295823
1966,1,60,02,267821,268563
1966,1,60,03,275626,275541
1966,1,60,04,305645,310876
1966,1,60,05,334123,325260
1966,1,60,06,258158,252997
1966,1,60,07,226371,225133
1966,1,60,08,234232,235637
1966,1,60,09,258029,262702
1966,1,60,10,272847,269999
1966,1,60,11,260007,261287
1966,1,60,12,253228,251882
1966,1,60,13,213960,212140
1966,1,60,14,173319,171367
1966,1,60,15,127985,126558
1966,1,60,16,84719,84192
1966,1,60,17,47553,46729
1966,1,60,18,19103,18861
1966,1,60,21,5565,5279
1966,2,60,01,284700,280081
1966,2,60,02,253978,254207
1966,2,60,03,260137,260463
1966,2,60,04,292648,297548
1966,2,60,05,315208,306923
1966,2,60,06,240806,237434
1966,2,60,07,217320,217153
1966,2,60,08,231058,232675
1966,2,60,09,255153,259598
1966,2,60,10,269579,266542
1966,2,60,11,258785,259816
1966,2,60,12,255974,255071
1966,2,60,13,228962,227287
1966,2,60,14,195514,193234
1966,2,60,15,154864,153401
1966,2,60,16,110236,108868
1966,2,60,17,63680,62328
1966,2,60,18,26621,26103
1966,2,60,21,8695,8250
1967,1,60,01,307717,304298
1967,1,60,02,268452,268137
1967,1,60,03,274271,274949
1967,1,60,04,296383,301014
1967,1,60,05,340080,337102
1967,1,60,06,270823,264491
1967,1,60,07,228882,227627
1967,1,60,08,231895,233064
1967,1,60,09,251316,254673
1967,1,60,10,273876,273362
1967,1,60,11,257084,258546
1967,1,60,12,255903,254566
1967,1,60,13,218144,216052
1967,1,60,14,177749,175534
1967,1,60,15,131246,129616
1967,1,60,16,85589,85154
1967,1,60,17,48635,48094
1967,1,60,18,18835,18969
1967,1,60,21,5343,5454
1967,2,60,01,290751,287726
1967,2,60,02,254271,254125
1967,2,60,03,259478,259808
1967,2,60,04,283639,288144
1967,2,60,05,323266,319237
1967,2,60,06,251783,246295
1967,2,60,07,218253,217787
1967,2,60,08,228771,229915
1967,2,60,09,248463,251808
1967,2,60,10,271037,270308
1967,2,60,11,256430,257608
1967,2,60,12,257872,256923
1967,2,60,13,232533,230748
1967,2,60,14,200964,198239
1967,2,60,15,158689,156777
1967,2,60,16,112451,111344
1967,2,60,17,66555,65118
1967,2,60,18,26864,26743
1967,2,60,21,8481,8588
1968,1,60,01,306525,307121
1968,1,60,02,272859,270656
1968,1,60,03,272370,273321
1968,1,60,04,289080,292732
1968,1,60,05,340215,340148
1968,1,60,06,286121,278472
1968,1,60,07,234887,231885
1968,1,60,08,227388,229642
1968,1,60,09,245406,248361
1968,1,60,10,275317,274597
1968,1,60,11,253655,255370
1968,1,60,12,256296,256100
1968,1,60,13,223627,220886
1968,1,60,14,180522,179136
1968,1,60,15,134084,132665
1968,1,60,16,86914,86252
1968,1,60,17,49508,49072
1968,1,60,18,18854,18845
1968,1,60,21,5487,5415
1968,2,60,01,290507,290629
1968,2,60,02,258287,256279
1968,2,60,03,257759,258619
1968,2,60,04,275815,279727
1968,2,60,05,325663,324465
1968,2,60,06,266356,259070
1968,2,60,07,223222,220738
1968,2,60,08,223467,226119
1968,2,60,09,243505,245984
1968,2,60,10,272274,271656
1968,2,60,11,253657,255044
1968,2,60,12,257762,257817
1968,2,60,13,237351,234942
1968,2,60,14,204146,202555
1968,2,60,15,162365,160527
1968,2,60,16,114915,113683
1968,2,60,17,68612,67584
1968,2,60,18,27715,27290
1968,2,60,21,8700,8591
1969,1,60,01,301373,303949
1969,1,60,02,283059,277959
1969,1,60,03,273883,273127
1969,1,60,04,283964,286522
1969,1,60,05,339752,339984
1969,1,60,06,307074,296598
1969,1,60,07,244707,239797
1969,1,60,08,226470,226929
1969,1,60,09,240514,242960
1969,1,60,10,275349,275333
1969,1,60,11,251211,252433
1969,1,60,12,255028,255662
1969,1,60,13,229441,226534
1969,1,60,14,184615,182569
1969,1,60,15,136534,135309
1969,1,60,16,88594,87754
1969,1,60,17,49681,49595
1969,1,60,18,19552,19203
1969,1,60,21,5729,5608
1969,2,60,01,284917,287712
1969,2,60,02,269034,263661
1969,2,60,03,258571,258165
1969,2,60,04,270738,273277
1969,2,60,05,325479,325571
1969,2,60,06,284487,275422
1969,2,60,07,230758,226990
1969,2,60,08,221370,222419
1969,2,60,09,238156,240831
1969,2,60,10,273457,272866
1969,2,60,11,250513,252085
1969,2,60,12,256992,257377
1969,2,60,13,242401,239876
1969,2,60,14,208442,206294
1969,2,60,15,165459,163912
1969,2,60,16,118365,116640
1969,2,60,17,70097,69355
1969,2,60,18,29161,28438
1969,2,60,21,9343,9022
1970,1,61,01,31184,31764
1970,1,61,02,32596,32408
1970,1,61,03,33170,33543
1970,1,61,04,34980,35282
1970,1,61,05,36289,36755
1970,1,61,06,31626,30789
1970,1,61,07,25929,25969
1970,1,61,08,25720,25948
1970,1,61,09,27173,27514
1970,1,61,10,30082,30595
1970,1,61,11,29467,29158
1970,1,61,12,28869,29059
1970,1,61,13,27152,26957
1970,1,61,14,21980,21836
1970,1,61,15,16378,16140
1970,1,61,16,10576,10398
1970,1,61,17,5591,5538
1970,1,61,18,2097,2038
1970,1,61,21,600,587
1970,1,62,01,55834,56078
1970,1,62,02,55390,54091
1970,1,62,03,48197,48062
1970,1,62,04,48581,48655
1970,1,62,05,66558,67026
1970,1,62,06,74456,71472
1970,1,62,07,53765,52543
1970,1,62,08,44521,44244
1970,1,62,09,44572,45017
1970,1,62,10,50961,51985
1970,1,62,11,48798,47552
1970,1,62,12,44333,44414
1970,1,62,13,38767,38134
1970,1,62,14,28246,27967
1970,1,62,15,19568,19325
1970,1,62,16,12600,12478
1970,1,62,17,6715,6691
1970,1,62,18,2581,2547
1970,1,62,21,699,683
1970,1,63,01,51155,51548
1970,1,63,02,50334,49118
1970,1,63,03,46091,46149
1970,1,63,04,48412,48549
1970,1,63,05,56789,57058
1970,1,63,06,56297,54615
1970,1,63,07,44074,43234
1970,1,63,08,39631,39572
1970,1,63,09,41520,41719
1970,1,63,10,45116,45908
1970,1,63,11,44351,43487
1970,1,63,12,44033,44193
1970,1,63,13,41286,40937
1970,1,63,14,33521,33197
1970,1,63,15,25434,25060
1970,1,63,16,16609,16325
1970,1,63,17,9714,9713
1970,1,63,18,4408,4319
1970,1,63,21,1484,1454
1970,1,64,01,34519,34747
1970,1,64,02,34188,33459
1970,1,64,03,32213,32357
1970,1,64,04,33609,33800
1970,1,64,05,37876,38137
1970,1,64,06,34728,33577
1970,1,64,07,27424,27039
1970,1,64,08,25059,25085
1970,1,64,09,26760,26951
1970,1,64,10,29907,30580
1970,1,64,11,30610,30143
1970,1,64,12,30276,30438
1970,1,64,13,28555,28329
1970,1,64,14,23583,23428
1970,1,64,15,17585,17367
1970,1,64,16,11411,11269
1970,1,64,17,6469,6393
1970,1,64,18,2652,2620
1970,1,64,21,765,769
1970,1,65,01,68155,69001
1970,1,65,02,68662,67419
1970,1,65,03,63565,63710
1970,1,65,04,65801,66024
1970,1,65,05,77099,77517
1970,1,65,06,72209,70028
1970,1,65,07,55696,54747
1970,1,65,08,50062,50335
1970,1,65,09,53623,54017
1970,1,65,10,60256,61710
1970,1,65,11,60973,59842
1970,1,65,12,59496,59946
1970,1,65,13,56356,55904
1970,1,65,14,46369,46027
1970,1,65,15,35098,34778
1970,1,65,16,23105,22709
1970,1,65,17,12489,12396
1970,1,65,18,5039,4889
1970,1,65,21,1357,1308
1970,1,66,01,55291,55620
1970,1,66,02,53921,52581
1970,1,66,03,49320,49399
1970,1,66,04,50613,50671
1970,1,66,05,62017,61698
1970,1,66,06,59975,57703
1970,1,66,07,46179,45356
1970,1,66,08,41141,41120
1970,1,66,09,43375,43553
1970,1,66,10,48204,49161
1970,1,66,11,46881,45964
1970,1,66,12,45459,45697
1970,1,66,13,42038,41538
1970,1,66,14,33811,33609
1970,1,66,15,25783,25521
1970,1,66,16,17035,16787
1970,1,66,17,9435,9318
1970,1,66,18,3745,3626
1970,1,66,21,1086,1061
1970,2,61,01,29674,30219
1970,2,61,02,30856,30630
1970,2,61,03,31161,31548
1970,2,61,04,32232,32600
1970,2,61,05,32067,32496
1970,2,61,06,29041,28449
1970,2,61,07,25613,25542
1970,2,61,08,25085,25411
1970,2,61,09,26623,26853
1970,2,61,10,28770,29194
1970,2,61,11,28019,27631
1970,2,61,12,27617,27680
1970,2,61,13,25903,25819
1970,2,61,14,22884,22699
1970,2,61,15,17754,17423
1970,2,61,16,12099,11907
1970,2,61,17,6859,6697
1970,2,61,18,2660,2586
1970,2,61,21,809,781
1970,2,62,01,53462,53536
1970,2,62,02,52606,51414
1970,2,62,03,45809,45626
1970,2,62,04,48213,48059
1970,2,62,05,69735,70258
1970,2,62,06,70649,67759
1970,2,62,07,49224,48253
1970,2,62,08,42195,42263
1970,2,62,09,44834,45380
1970,2,62,10,52520,53703
1970,2,62,11,51429,50269
1970,2,62,12,49265,49478
1970,2,62,13,46609,46205
1970,2,62,14,37734,37357
1970,2,62,15,29901,29525
1970,2,62,16,22021,21697
1970,2,62,17,13117,12982
1970,2,62,18,5508,5307
1970,2,62,21,1739,1697
1970,2,63,01,48070,48337
1970,2,63,02,47615,46672
1970,2,63,03,43716,43720
1970,2,63,04,46540,46632
1970,2,63,05,54408,54627
1970,2,63,06,51676,50175
1970,2,63,07,41183,40530
1970,2,63,08,38099,38336
1970,2,63,09,41393,41502
1970,2,63,10,44851,45530
1970,2,63,11,43887,43186
1970,2,63,12,44430,44494
1970,2,63,13,43390,43174
1970,2,63,14,37968,37647
1970,2,63,15,30879,30420
1970,2,63,16,22682,22317
1970,2,63,17,14217,14103
1970,2,63,18,6794,6594
1970,2,63,21,2304,2224
1970,2,64,01,32754,32997
1970,2,64,02,32588,31903
1970,2,64,03,30583,30704
1970,2,64,04,32124,32248
1970,2,64,05,35362,35501
1970,2,64,06,31928,30985
1970,2,64,07,26200,25924
1970,2,64,08,24908,25016
1970,2,64,09,26834,27049
1970,2,64,10,29926,30593
1970,2,64,11,29963,29365
1970,2,64,12,29500,29623
1970,2,64,13,28893,28799
1970,2,64,14,25457,25247
1970,2,64,15,20337,20044
1970,2,64,16,14386,14160
1970,2,64,17,8418,8209
1970,2,64,18,3515,3424
1970,2,64,21,1113,1085
1970,2,65,01,63888,64879
1970,2,65,02,65367,64107
1970,2,65,03,60001,60167
1970,2,65,04,62151,62398
1970,2,65,05,71206,71877
1970,2,65,06,67038,64872
1970,2,65,07,52126,51597
1970,2,65,08,48698,49093
1970,2,65,09,53096,53383
1970,2,65,10,59536,61062
1970,2,65,11,60295,58983
1970,2,65,12,58423,58710
1970,2,65,13,56657,56376
1970,2,65,14,49914,49613
1970,2,65,15,40389,39861
1970,2,65,16,28872,28367
1970,2,65,17,16342,16116
1970,2,65,18,6868,6658
1970,2,65,21,2155,2071
1970,2,66,01,52612,52722
1970,2,66,02,50990,49803
1970,2,66,03,46475,46395
1970,2,66,04,48166,48147
1970,2,66,05,58520,58631
1970,2,66,06,54259,52300
1970,2,66,07,42700,42058
1970,2,66,08,39694,39907
1970,2,66,09,42095,42350
1970,2,66,10,47237,48068
1970,2,66,11,46676,45959
1970,2,66,12,46204,46233
1970,2,66,13,43619,43364
1970,2,66,14,37904,37590
1970,2,66,15,30841,30508
1970,2,66,16,22350,21941
1970,2,66,17,13298,13068
1970,2,66,18,5678,5524
1970,2,66,21,1847,1798
1971,1,61,01,30162,30673
1971,1,61,02,33331,32964
1971,1,61,03,32418,32794
1971,1,61,04,34824,34902
1971,1,61,05,35443,35866
1971,1,61,06,33546,32586
1971,1,61,07,26160,26045
1971,1,61,08,25602,25661
1971,1,61,09,26892,27033
1971,1,61,10,29096,29589
1971,1,61,11,29790,29629
1971,1,61,12,28689,28779
1971,1,61,13,27224,27188
1971,1,61,14,22242,22111
1971,1,61,15,16924,16651
1971,1,61,16,10766,10671
1971,1,61,17,5766,5679
1971,1,61,18,2213,2155
1971,1,61,21,640,620
