Year,Sex,Region,Agegroup,Pop_EndOfYear,Pop_MidYear
1991,1,63,14,36667,37150
1991,1,63,15,32795,32380
1991,1,63,16,24648,24689
1991,1,63,17,15865,15755
1991,1,63,18,6873,6751
1991,1,63,21,2280,2256
1991,1,64,01,34138,33563
1991,1,64,02,30013,29607
1991,1,64,03,29811,29963
1991,1,64,04,33185,33564
1991,1,64,05,35181,35427
1991,1,64,06,35468,34757
1991,1,64,07,31154,31275
1991,1,64,08,32379,32377
1991,1,64,09,35138,35693
1991,1,64,10,36020,35023
1991,1,64,11,26685,26351
1991,1,64,12,23038,23068
1991,1,64,13,23090,23247
1991,1,64,14,23688,24110
1991,1,64,15,22097,21899
1991,1,64,16,16663,16651
1991,1,64,17,10805,10684
1991,1,64,18,4575,4468
1991,1,64,21,1503,1470
1991,1,65,01,66956,65654
1991,1,65,02,57571,56836
1991,1,65,03,56455,56645
1991,1,65,04,63979,64822
1991,1,65,05,66678,67389
1991,1,65,06,69291,68137
1991,1,65,07,62448,62762
1991,1,65,08,65509,65516
1991,1,65,09,73243,74470
1991,1,65,10,74176,72202
1991,1,65,11,54832,53950
1991,1,65,12,46118,46053
1991,1,65,13,46300,46590
1991,1,65,14,46452,47290
1991,1,65,15,43404,42954
1991,1,65,16,31757,31854
1991,1,65,17,20371,20230
1991,1,65,18,8680,8494
1991,1,65,21,2713,2666
1991,1,66,01,56790,55737
1991,1,66,02,47857,47335
1991,1,66,03,46033,46038
1991,1,66,04,51523,52230
1991,1,66,05,56466,57228
1991,1,66,06,61626,60773
1991,1,66,07,55263,55335
1991,1,66,08,55166,54916
1991,1,66,09,58850,59699
1991,1,66,10,59260,57831
1991,1,66,11,43891,43307
1991,1,66,12,37532,37484
1991,1,66,13,37056,37338
1991,1,66,14,37300,37854
1991,1,66,15,33757,33269
1991,1,66,16,25108,25097
1991,1,66,17,16016,15861
1991,1,66,18,6874,6748
1991,1,66,21,2183,2171
1991,2,61,01,29925,29468
1991,2,61,02,26231,26089
1991,2,61,03,26512,26541
1991,2,61,04,29230,29472
1991,2,61,05,28858,29120
1991,2,61,06,28738,28330
1991,2,61,07,28176,28513
1991,2,61,08,30117,29968
1991,2,61,09,31853,32379
1991,2,61,10,31655,30848
1991,2,61,11,25613,25489
1991,2,61,12,23888,23900
1991,2,61,13,24587,24666
1991,2,61,14,24750,25116
1991,2,61,15,23234,22986
1991,2,61,16,19289,19201
1991,2,61,17,13662,13569
1991,2,61,18,7329,7179
1991,2,61,21,2861,2760
1991,2,62,01,58276,57234
1991,2,62,02,45971,45498
1991,2,62,03,44505,44489
1991,2,62,04,49394,50287
1991,2,62,05,61748,62308
1991,2,62,06,74223,73191
1991,2,62,07,64479,64202
1991,2,62,08,60944,60715
1991,2,62,09,65402,66722
1991,2,62,10,67916,66136
1991,2,62,11,47175,46274
1991,2,62,12,39269,39127
1991,2,62,13,39349,39651
1991,2,62,14,41783,42720
1991,2,62,15,40879,40191
1991,2,62,16,33549,33676
1991,2,62,17,25690,25571
1991,2,62,18,13906,13584
1991,2,62,21,5896,5748
1991,2,63,01,48406,47613
1991,2,63,02,42509,42096
1991,2,63,03,43289,43480
1991,2,63,04,48412,48703
1991,2,63,05,50437,50572
1991,2,63,06,51701,50804
1991,2,63,07,46995,46888
1991,2,63,08,49396,49594
1991,2,63,09,54486,55036
1991,2,63,10,55167,53810
1991,2,63,11,42484,42071
1991,2,63,12,38017,37937
1991,2,63,13,39717,39988
1991,2,63,14,41127,41529
1991,2,63,15,39393,38993
1991,2,63,16,34005,34045
1991,2,63,17,26168,26010
1991,2,63,18,14656,14399
1991,2,63,21,6603,6458
1991,2,64,01,32078,31528
1991,2,64,02,27852,27635
1991,2,64,03,28145,28276
1991,2,64,04,31603,31934
1991,2,64,05,31888,32085
1991,2,64,06,31615,31037
1991,2,64,07,29251,29318
1991,2,64,08,30692,30812
1991,2,64,09,34145,34587
1991,2,64,10,33960,33111
1991,2,64,11,26432,26145
1991,2,64,12,23906,23953
1991,2,64,13,24941,25099
1991,2,64,14,26450,26871
1991,2,64,15,26021,25693
1991,2,64,16,21823,21850
1991,2,64,17,16565,16419
1991,2,64,18,8918,8797
1991,2,64,21,3720,3618
1991,2,65,01,63417,62234
1991,2,65,02,54342,53746
1991,2,65,03,53936,53949
1991,2,65,04,60695,61527
1991,2,65,05,61762,61866
1991,2,65,06,63331,62537
1991,2,65,07,59311,59433
1991,2,65,08,62773,62767
1991,2,65,09,69843,71027
1991,2,65,10,70737,68810
1991,2,65,11,52676,51960
1991,2,65,12,46961,47022
1991,2,65,13,49427,49752
1991,2,65,14,51964,52942
1991,2,65,15,51986,51350
1991,2,65,16,42034,42064
1991,2,65,17,31631,31338
1991,2,65,18,17050,16749
1991,2,65,21,6887,6739
1991,2,66,01,53505,52545
1991,2,66,02,45069,44582
1991,2,66,03,43820,43857
1991,2,66,04,49234,49835
1991,2,66,05,54450,55205
1991,2,66,06,58225,57330
1991,2,66,07,52479,52552
1991,2,66,08,52952,52941
1991,2,66,09,56638,57293
1991,2,66,10,55962,54435
1991,2,66,11,42467,42025
1991,2,66,12,38177,38249
1991,2,66,13,38955,39213
1991,2,66,14,41120,41768
1991,2,66,15,40136,39588
1991,2,66,16,33852,33967
1991,2,66,17,25625,25352
1991,2,66,18,14114,13835
1991,2,66,21,6118,5988
1992,1,61,01,32127,31817
1992,1,61,02,28180,28040
1992,1,61,03,27820,27825
1992,1,61,04,29888,30234
1992,1,61,05,31806,32024
1992,1,61,06,33521,32979
1992,1,61,07,29686,29878
1992,1,61,08,31948,32105
1992,1,61,09,33982,34302
1992,1,61,10,35406,34861
1992,1,61,11,26595,26183
1992,1,61,12,24020,23977
1992,1,61,13,23305,23363
1992,1,61,14,22690,22878
1992,1,61,15,20368,20280
1992,1,61,16,14969,15006
1992,1,61,17,9314,9259
1992,1,61,18,3943,3885
1992,1,61,21,1259,1245
1992,1,62,01,63535,62206
1992,1,62,02,49543,48808
1992,1,62,03,47336,47150
1992,1,62,04,49815,50701
1992,1,62,05,57484,57968
1992,1,62,06,73613,73209
1992,1,62,07,68052,67592
1992,1,62,08,64693,64315
1992,1,62,09,63572,64459
1992,1,62,10,70567,69916
1992,1,62,11,51948,50266
1992,1,62,12,38941,38592
1992,1,62,13,34928,34946
1992,1,62,14,33634,34111
1992,1,62,15,30841,30752
1992,1,62,16,21064,20958
1992,1,62,17,13176,12954
1992,1,62,18,5289,5132
1992,1,62,21,1612,1562
1992,1,63,01,52219,51522
1992,1,63,02,45657,45101
1992,1,63,03,44865,45030
1992,1,63,04,49885,50332
1992,1,63,05,52324,52757
1992,1,63,06,56969,56114
1992,1,63,07,49487,49244
1992,1,63,08,50300,50442
1992,1,63,09,54445,55090
1992,1,63,10,58658,58135
1992,1,63,11,45697,44642
1992,1,63,12,37998,37679
1992,1,63,13,36335,36529
1992,1,63,14,35978,36323
1992,1,63,15,33196,32996
1992,1,63,16,24612,24630
1992,1,63,17,16101,15983
1992,1,63,18,7211,7042
1992,1,63,21,2317,2299
1992,1,64,01,34924,34531
1992,1,64,02,30444,30229
1992,1,64,03,29636,29724
1992,1,64,04,32621,32903
1992,1,64,05,34376,34779
1992,1,64,06,36250,35859
1992,1,64,07,31270,31212
1992,1,64,08,32122,32251
1992,1,64,09,34070,34604
1992,1,64,10,36824,36422
1992,1,64,11,28028,27357
1992,1,64,12,23347,23193
1992,1,64,13,22755,22923
1992,1,64,14,23129,23409
1992,1,64,15,22240,22169
1992,1,64,16,16471,16567
1992,1,64,17,10966,10886
1992,1,64,18,4765,4670
1992,1,64,21,1590,1547
1992,1,65,01,68536,67746
1992,1,65,02,59172,58372
1992,1,65,03,56164,56310
1992,1,65,04,62166,63073
1992,1,65,05,65572,66125
1992,1,65,06,70485,69888
1992,1,65,07,62707,62578
1992,1,65,08,64983,65246
1992,1,65,09,70902,72073
1992,1,65,10,76501,75339
1992,1,65,11,57579,56206
1992,1,65,12,46569,46344
1992,1,65,13,45842,46071
1992,1,65,14,45422,45937
1992,1,65,15,43547,43476
1992,1,65,16,31662,31710
1992,1,65,17,20740,20556
1992,1,65,18,8918,8799
1992,1,65,21,2821,2767
1992,1,66,01,58848,57819
1992,1,66,02,48967,48412
1992,1,66,03,46225,46129
1992,1,66,04,50336,50930
1992,1,66,05,55117,55792
1992,1,66,06,62888,62257
1992,1,66,07,55572,55418
1992,1,66,08,55345,55256
1992,1,66,09,57324,58087
1992,1,66,10,60753,60007
1992,1,66,11,46219,45055
1992,1,66,12,37966,37749
1992,1,66,13,36831,36944
1992,1,66,14,36429,36865
1992,1,66,15,34042,33900
1992,1,66,16,25078,25093
1992,1,66,17,16435,16226
1992,1,66,18,7043,6959
1992,1,66,21,2327,2255
1992,2,61,01,30356,30141
1992,2,61,02,26757,26494
1992,2,61,03,26309,26411
1992,2,61,04,28603,28917
1992,2,61,05,28758,28808
1992,2,61,06,29491,29115
1992,2,61,07,27648,27912
1992,2,61,08,30084,30101
1992,2,61,09,31182,31518
1992,2,61,10,32788,32222
1992,2,61,11,26186,25900
1992,2,61,12,23732,23810
1992,2,61,13,24533,24560
1992,2,61,14,24315,24533
1992,2,61,15,23543,23389
1992,2,61,16,19115,19202
1992,2,61,17,13974,13818
1992,2,61,18,7583,7456
1992,2,61,21,3031,2946
1992,2,62,01,60664,59470
1992,2,62,02,47454,46713
1992,2,62,03,44595,44550
1992,2,62,04,47784,48589
1992,2,62,05,60545,61147
1992,2,62,06,75122,74673
1992,2,62,07,65945,65212
1992,2,62,08,61510,61227
1992,2,62,09,63215,64309
1992,2,62,10,69883,68900
1992,2,62,11,50316,48746
1992,2,62,12,39837,39553
1992,2,62,13,38965,39157
1992,2,62,14,40428,41106
1992,2,62,15,41348,41114
1992,2,62,16,33060,33305
1992,2,62,17,26351,26021
1992,2,62,18,14558,14232
1992,2,62,21,6195,6046
1992,2,63,01,49678,49042
1992,2,63,02,43461,42985
1992,2,63,03,43123,43206
1992,2,63,04,47587,48000
1992,2,63,05,49963,50200
1992,2,63,06,53115,52408
1992,2,63,07,47194,47095
1992,2,63,08,49057,49227
1992,2,63,09,53277,53882
1992,2,63,10,56506,55837
1992,2,63,11,44435,43460
1992,2,63,12,38325,38171
1992,2,63,13,39319,39518
1992,2,63,14,40442,40785
1992,2,63,15,39849,39621
1992,2,63,16,33919,33962
1992,2,63,17,26684,26426
1992,2,63,18,15025,14841
1992,2,63,21,6912,6758
1992,2,64,01,32939,32509
1992,2,64,02,28527,28190
1992,2,64,03,27806,27976
1992,2,64,04,30843,31223
1992,2,64,05,31393,31641
1992,2,64,06,32173,31894
1992,2,64,07,29051,29151
1992,2,64,08,30602,30647
1992,2,64,09,33172,33659
1992,2,64,10,34973,34467
1992,2,64,11,27480,26956
1992,2,64,12,23831,23869
1992,2,64,13,24656,24799
1992,2,64,14,25933,26192
1992,2,64,15,26181,26101
1992,2,64,16,21630,21727
1992,2,64,17,16898,16732
1992,2,64,18,9220,9069
1992,2,64,21,3896,3808
1992,2,65,01,64668,64043
1992,2,65,02,55970,55156
1992,2,65,03,53944,53940
1992,2,65,04,58942,59819
1992,2,65,05,60929,61346
1992,2,65,06,64886,64109
1992,2,65,07,59097,59204
1992,2,65,08,62379,62576
1992,2,65,09,67891,68867
1992,2,65,10,73047,71892
1992,2,65,11,55033,53855
1992,2,65,12,47239,47100
1992,2,65,13,48727,49077
1992,2,65,14,50688,51326
1992,2,65,15,52184,52085
1992,2,65,16,42189,42112
1992,2,65,17,31975,31803
1992,2,65,18,17561,17306
1992,2,65,21,7378,7133
1992,2,66,01,55090,54298
1992,2,66,02,46200,45635
1992,2,66,03,44235,44028
1992,2,66,04,47587,48411
1992,2,66,05,53621,54036
1992,2,66,06,59601,58913
1992,2,66,07,52355,52417
1992,2,66,08,53291,53122
1992,2,66,09,55371,56005
1992,2,66,10,57749,56856
1992,2,66,11,44163,43315
1992,2,66,12,38387,38282
1992,2,66,13,38940,38948
1992,2,66,14,39958,40539
1992,2,66,15,40401,40269
1992,2,66,16,33741,33797
1992,2,66,17,26108,25867
1992,2,66,18,14597,14356
1992,2,66,21,6468,6293
1993,1,61,01,31926,32027
1993,1,61,02,29178,28679
1993,1,61,03,27644,27732
1993,1,61,04,29299,29594
1993,1,61,05,31852,31829
1993,1,61,06,33819,33670
1993,1,61,07,29798,29742
1993,1,61,08,31610,31779
1993,1,61,09,33214,33598
1993,1,61,10,35873,35640
1993,1,61,11,28214,27405
1993,1,61,12,24263,24142
1993,1,61,13,22993,23149
1993,1,61,14,22313,22502
1993,1,61,15,20586,20477
1993,1,61,16,14876,14923
1993,1,61,17,9528,9421
1993,1,61,18,4127,4035
1993,1,61,21,1202,1231
1993,1,62,01,64849,64192
1993,1,62,02,52202,50873
1993,1,62,03,47686,47511
1993,1,62,04,48497,49156
1993,1,62,05,57294,57389
1993,1,62,06,72659,73136
1993,1,62,07,69995,69024
1993,1,62,08,65420,65057
1993,1,62,09,62594,63083
1993,1,62,10,70059,70313
1993,1,62,11,55936,53942
1993,1,62,12,40538,39740
1993,1,62,13,34536,34732
1993,1,62,14,32812,33223
1993,1,62,15,31312,31077
1993,1,62,16,21161,21113
1993,1,62,17,13528,13352
1993,1,62,18,5555,5422
1993,1,62,21,1697,1655
1993,1,63,01,52361,52290
1993,1,63,02,47323,46490
1993,1,63,03,44844,44855
1993,1,63,04,48970,49428
1993,1,63,05,52204,52264
1993,1,63,06,57476,57223
1993,1,63,07,50731,50109
1993,1,63,08,49922,50111
1993,1,63,09,53444,53945
1993,1,63,10,58748,58703
1993,1,63,11,48262,46980
1993,1,63,12,39058,38528
1993,1,63,13,35841,36088
1993,1,63,14,35580,35779
1993,1,63,15,33695,33446
1993,1,63,16,24207,24410
1993,1,63,17,16417,16259
1993,1,63,18,7274,7243
1993,1,63,21,2393,2355
1993,1,64,01,35265,35095
1993,1,64,02,31491,30968
1993,1,64,03,29873,29755
1993,1,64,04,31703,32162
1993,1,64,05,34297,34337
1993,1,64,06,36150,36200
1993,1,64,07,31873,31572
1993,1,64,08,32034,32078
1993,1,64,09,33369,33720
1993,1,64,10,37165,36995
1993,1,64,11,29643,28836
1993,1,64,12,24044,23696
1993,1,64,13,22336,22546
1993,1,64,14,22520,22825
1993,1,64,15,22344,22292
1993,1,64,16,16349,16410
1993,1,64,17,10981,10974
1993,1,64,18,4968,4867
1993,1,64,21,1637,1614
1993,1,65,01,68597,68567
1993,1,65,02,61650,60411
1993,1,65,03,56878,56521
1993,1,65,04,60221,61194
1993,1,65,05,64964,65268
1993,1,65,06,70887,70686
1993,1,65,07,63551,63129
1993,1,65,08,64591,64787
1993,1,65,09,68897,69900
1993,1,65,10,77643,77072
1993,1,65,11,60709,59144
1993,1,65,12,48122,47346
1993,1,65,13,44970,45406
1993,1,65,14,44492,44957
1993,1,65,15,43645,43596
1993,1,65,16,31515,31589
1993,1,65,17,20897,20819
1993,1,65,18,9178,9048
1993,1,65,21,2874,2848
1993,1,66,01,59289,59069
1993,1,66,02,51319,50143
1993,1,66,03,46825,46525
1993,1,66,04,48944,49640
1993,1,66,05,54676,54897
1993,1,66,06,62549,62719
1993,1,66,07,56844,56208
1993,1,66,08,55394,55370
1993,1,66,09,56159,56742
1993,1,66,10,61528,61141
1993,1,66,11,48954,47587
1993,1,66,12,39077,38522
1993,1,66,13,36199,36515
1993,1,66,14,35690,36060
1993,1,66,15,34631,34337
1993,1,66,16,24790,24934
1993,1,66,17,16726,16581
1993,1,66,18,7248,7146
1993,1,66,21,2394,2361
1993,2,61,01,30237,30297
1993,2,61,02,27575,27166
1993,2,61,03,26356,26333
1993,2,61,04,27789,28196
1993,2,61,05,29128,28943
1993,2,61,06,29904,29698
1993,2,61,07,27625,27637
1993,2,61,08,29714,29899
1993,2,61,09,30681,30932
1993,2,61,10,33172,32980
1993,2,61,11,27333,26760
1993,2,61,12,24130,23931
1993,2,61,13,23960,24247
1993,2,61,14,24152,24234
1993,2,61,15,23659,23601
1993,2,61,16,19074,19095
1993,2,61,17,14254,14114
1993,2,61,18,7728,7656
1993,2,61,21,3117,3074
1993,2,62,01,61843,61254
1993,2,62,02,49869,48662
1993,2,62,03,45160,44878
1993,2,62,04,46414,47099
1993,2,62,05,59619,60082
1993,2,62,06,74773,74948
1993,2,62,07,68139,67042
1993,2,62,08,62254,61882
1993,2,62,09,61496,62356
1993,2,62,10,70471,70177
1993,2,62,11,54121,52219
1993,2,62,12,41233,40535
1993,2,62,13,38150,38558
1993,2,62,14,39485,39957
1993,2,62,15,41457,41403
1993,2,62,16,33012,33036
1993,2,62,17,26511,26431
1993,2,62,18,15086,14822
1993,2,62,21,6558,6377
1993,2,63,01,49876,49777
1993,2,63,02,45175,44318
1993,2,63,03,43031,43077
1993,2,63,04,46575,47081
1993,2,63,05,50117,50040
1993,2,63,06,53555,53335
1993,2,63,07,48125,47660
1993,2,63,08,48815,48936
1993,2,63,09,52172,52725
1993,2,63,10,56829,56668
1993,2,63,11,46874,45655
1993,2,63,12,39478,38902
1993,2,63,13,38370,38845
1993,2,63,14,40034,40238
1993,2,63,15,40441,40145
1993,2,63,16,33388,33654
1993,2,63,17,26763,26724
1993,2,63,18,15645,15335
1993,2,63,21,7031,6972
1993,2,64,01,33327,33133
1993,2,64,02,29642,29085
1993,2,64,03,27947,27877
1993,2,64,04,29971,30407
1993,2,64,05,31267,31330
1993,2,64,06,32642,32408
1993,2,64,07,29301,29176
1993,2,64,08,30533,30568
1993,2,64,09,32358,32765
1993,2,64,10,35523,35248
1993,2,64,11,28806,28143
1993,2,64,12,24335,24083
1993,2,64,13,24122,24389
1993,2,64,14,25390,25662
1993,2,64,15,26459,26320
1993,2,64,16,21358,21494
1993,2,64,17,17085,16992
1993,2,64,18,9486,9353
1993,2,64,21,4066,3981
1993,2,65,01,65147,64908
1993,2,65,02,58282,57126
1993,2,65,03,54276,54110
1993,2,65,04,57379,58161
1993,2,65,05,61158,61044
1993,2,65,06,65404,65145
1993,2,65,07,59623,59360
1993,2,65,08,62055,62217
1993,2,65,09,66095,66993
1993,2,65,10,74162,73605
1993,2,65,11,58050,56542
1993,2,65,12,48367,47803
1993,2,65,13,47649,48188
1993,2,65,14,49931,50310
1993,2,65,15,52251,52218
1993,2,65,16,42140,42165
1993,2,65,17,32047,32011
1993,2,65,18,18134,17848
1993,2,65,21,7585,7482
1993,2,66,01,55896,55493
1993,2,66,02,48309,47255
1993,2,66,03,44370,44303
1993,2,66,04,46384,46986
1993,2,66,05,52890,53256
1993,2,66,06,59715,59658
1993,2,66,07,53674,53015
1993,2,66,08,53049,53170
1993,2,66,09,54319,54845
1993,2,66,10,58740,58245
1993,2,66,11,46805,45484
1993,2,66,12,39129,38758
1993,2,66,13,38341,38641
1993,2,66,14,39228,39593
1993,2,66,15,40830,40616
1993,2,66,16,33521,33631
1993,2,66,17,26246,26177
1993,2,66,18,15141,14869
1993,2,66,21,6682,6575
1994,1,61,01,31259,31593
1994,1,61,02,30364,29771
1994,1,61,03,27717,27681
1994,1,61,04,28508,28904
1994,1,61,05,32123,31988
1994,1,61,06,33251,33535
1994,1,61,07,30366,30082
1994,1,61,08,31339,31475
1994,1,61,09,32529,32872
1994,1,61,10,35737,35805
1994,1,61,11,29788,29001
1994,1,61,12,24637,24450
1994,1,61,13,22892,22943
1994,1,61,14,21943,22128
1994,1,61,15,20795,20691
1994,1,61,16,14839,14858
1994,1,61,17,9674,9601
1994,1,61,18,4313,4220
1994,1,61,21,1291,1247
1994,1,62,01,65765,65307
1994,1,62,02,55171,53687
1994,1,62,03,48084,47885
1994,1,62,04,47724,48111
1994,1,62,05,58107,57701
1994,1,62,06,70800,71730
1994,1,62,07,73434,71715
1994,1,62,08,66512,65966
1994,1,62,09,62149,62372
1994,1,62,10,68381,69220
1994,1,62,11,60145,58041
1994,1,62,12,42699,41619
1994,1,62,13,34621,34579
1994,1,62,14,31950,32381
1994,1,62,15,31613,31463
1994,1,62,16,21468,21315
1994,1,62,17,13701,13615
1994,1,62,18,5970,5763
1994,1,62,21,1847,1772
1994,1,63,01,52283,52322
1994,1,63,02,49586,48455
1994,1,63,03,45197,45021
1994,1,63,04,48381,48676
1994,1,63,05,52957,52581
1994,1,63,06,56860,57168
1994,1,63,07,52759,51745
1994,1,63,08,50656,50289
1994,1,63,09,52495,52970
1994,1,63,10,58226,58487
1994,1,63,11,51386,49824
1994,1,63,12,40289,39674
1994,1,63,13,35891,35866
1994,1,63,14,35023,35302
1994,1,63,15,33967,33831
1994,1,63,16,24056,24132
1994,1,63,17,16545,16481
1994,1,63,18,7666,7470
1994,1,63,21,2480,2437
1994,1,64,01,35004,35135
1994,1,64,02,32950,32221
1994,1,64,03,29999,29936
1994,1,64,04,31150,31427
1994,1,64,05,34667,34482
1994,1,64,06,35434,35792
1994,1,64,07,33132,32503
1994,1,64,08,32258,32146
1994,1,64,09,32909,33139
1994,1,64,10,36842,37004
1994,1,64,11,31603,30623
1994,1,64,12,24847,24446
1994,1,64,13,22154,22245
1994,1,64,14,22127,22324
1994,1,64,15,22246,22295
1994,1,64,16,16412,16381
1994,1,64,17,11091,11036
1994,1,64,18,5194,5081
1994,1,64,21,1698,1668
1994,1,65,01,67124,67861
1994,1,65,02,64345,62998
1994,1,65,03,57394,57136
1994,1,65,04,58729,59475
1994,1,65,05,65389,65177
1994,1,65,06,68822,69855
1994,1,65,07,65397,64474
1994,1,65,08,64501,64546
1994,1,65,09,67119,68008
1994,1,65,10,76597,77120
1994,1,65,11,64991,62850
1994,1,65,12,50108,49115
1994,1,65,13,44449,44710
1994,1,65,14,43825,44159
1994,1,65,15,43535,43590
1994,1,65,16,31548,31532
1994,1,65,17,21002,20950
1994,1,65,18,9670,9424
1994,1,65,21,3067,2971
1994,1,66,01,59104,59197
1994,1,66,02,54030,52675
1994,1,66,03,47804,47315
1994,1,66,04,47998,48471
1994,1,66,05,54676,54676
1994,1,66,06,61268,61909
1994,1,66,07,58824,57834
1994,1,66,08,56282,55838
1994,1,66,09,55227,55693
1994,1,66,10,61326,61427
1994,1,66,11,51918,50436
1994,1,66,12,40662,39870
1994,1,66,13,35902,36051
1994,1,66,14,35010,35350
1994,1,66,15,34777,34704
1994,1,66,16,24734,24762
1994,1,66,17,16962,16844
1994,1,66,18,7726,7487
1994,1,66,21,2486,2440
1994,2,61,01,29531,29884
1994,2,61,02,28682,28129
1994,2,61,03,26323,26340
1994,2,61,04,27018,27404
1994,2,61,05,29658,29393
1994,2,61,06,29292,29598
1994,2,61,07,27933,27779
1994,2,61,08,29597,29656
1994,2,61,09,30176,30429
1994,2,61,10,33321,33247
1994,2,61,11,28191,27762
1994,2,61,12,24666,24398
1994,2,61,13,23776,23868
1994,2,61,14,23852,24002
1994,2,61,15,23925,23792
1994,2,61,16,18919,18997
1994,2,61,17,14472,14363
1994,2,61,18,8007,7868
1994,2,61,21,3315,3216
1994,2,62,01,62406,62125
1994,2,62,02,52813,51341
1994,2,62,03,45396,45278
1994,2,62,04,45660,46037
1994,2,62,05,60190,59905
1994,2,62,06,73280,74027
1994,2,62,07,71952,70046
1994,2,62,08,63217,62736
1994,2,62,09,60317,60907
1994,2,62,10,69177,69824
1994,2,62,11,58695,56408
1994,2,62,12,43004,42119
1994,2,62,13,37690,37920
1994,2,62,14,38505,38995
1994,2,62,15,41774,41616
1994,2,62,16,33013,33013
1994,2,62,17,26594,26553
1994,2,62,18,15882,15484
1994,2,62,21,7033,6796
1994,2,63,01,49924,49900
1994,2,63,02,47177,46176
1994,2,63,03,43219,43125
1994,2,63,04,46156,46366
1994,2,63,05,50725,50421
1994,2,63,06,53102,53329
1994,2,63,07,50304,49215
1994,2,63,08,48999,48907
1994,2,63,09,51507,51840
1994,2,63,10,56613,56721
1994,2,63,11,49850,48362
1994,2,63,12,40512,39995
1994,2,63,13,38209,38290
1994,2,63,14,39576,39805
1994,2,63,15,40685,40563
1994,2,63,16,33212,33300
1994,2,63,17,26898,26831
1994,2,63,18,16289,15967
1994,2,63,21,7423,7227
1994,2,64,01,33289,33308
1994,2,64,02,31096,30369
1994,2,64,03,28084,28016
1994,2,64,04,29547,29759
1994,2,64,05,31503,31385
1994,2,64,06,32088,32365
1994,2,64,07,30407,29854
1994,2,64,08,30658,30596
1994,2,64,09,31603,31981
1994,2,64,10,35621,35572
1994,2,64,11,30356,29581
1994,2,64,12,25146,24741
1994,2,64,13,23903,24013
1994,2,64,14,24904,25147
1994,2,64,15,26504,26482
1994,2,64,16,21288,21323
1994,2,64,17,17171,17128
1994,2,64,18,9905,9696
1994,2,64,21,4276,4171
1994,2,65,01,64003,64575
1994,2,65,02,60982,59632
1994,2,65,03,54615,54446
1994,2,65,04,55695,56537
1994,2,65,05,62094,61626
1994,2,65,06,63741,64573
1994,2,65,07,61499,60561
1994,2,65,08,61857,61956
1994,2,65,09,64281,65188
1994,2,65,10,73734,73948
1994,2,65,11,62107,60079
1994,2,65,12,49736,49052
1994,2,65,13,47170,47410
1994,2,65,14,48782,49357
1994,2,65,15,52441,52346
1994,2,65,16,41966,42053
1994,2,65,17,32383,32215
1994,2,65,18,18621,18378
1994,2,65,21,8052,7819
1994,2,66,01,56019,55958
1994,2,66,02,50781,49545
1994,2,66,03,45145,44758
1994,2,66,04,45663,46024
1994,2,66,05,53020,52955
1994,2,66,06,58760,59238
1994,2,66,07,55773,54724
1994,2,66,08,53778,53414
1994,2,66,09,53614,53967
1994,2,66,10,58731,58736
1994,2,66,11,49333,48069
1994,2,66,12,40389,39759
1994,2,66,13,38184,38263
1994,2,66,14,38465,38847
1994,2,66,15,41078,40954
1994,2,66,16,33226,33374
1994,2,66,17,26657,26452
1994,2,66,18,15630,15386
1994,2,66,21,7141,6912
1995,1,61,01,29570,30415
1995,1,61,02,30980,30672
1995,1,61,03,27837,27777
1995,1,61,04,28034,28271
1995,1,61,05,31634,31879
1995,1,61,06,32093,32672
1995,1,61,07,31000,30683
1995,1,61,08,30595,30967
1995,1,61,09,31969,32249
1995,1,61,10,35093,35415
1995,1,61,11,31748,30768
1995,1,61,12,24855,24746
1995,1,61,13,22755,22824
1995,1,61,14,21618,21781
1995,1,61,15,20404,20600
1995,1,61,16,15390,15115
1995,1,61,17,9707,9691
1995,1,61,18,4402,4358
1995,1,61,21,1358,1325
1995,1,62,01,64383,65074
1995,1,62,02,58547,56859
1995,1,62,03,48052,48068
1995,1,62,04,47970,47847
1995,1,62,05,57932,58020
1995,1,62,06,69366,70083
1995,1,62,07,76384,74909
1995,1,62,08,67123,66818
1995,1,62,09,62072,62111
1995,1,62,10,66427,67404
1995,1,62,11,64292,62219
1995,1,62,12,44403,43551
1995,1,62,13,34988,34805
1995,1,62,14,31380,31665
1995,1,62,15,30641,31127
1995,1,62,16,22912,22190
1995,1,62,17,13825,13763
1995,1,62,18,6222,6096
1995,1,62,21,1975,1911
1995,1,63,01,50858,51571
1995,1,63,02,51526,50556
1995,1,63,03,45666,45432
1995,1,63,04,47299,47840
1995,1,63,05,52974,52966
1995,1,63,06,55211,56036
1995,1,63,07,54958,53859
1995,1,63,08,50452,50554
1995,1,63,09,51800,52148
1995,1,63,10,57150,57688
1995,1,63,11,54430,52908
1995,1,63,12,41510,40900
1995,1,63,13,35780,35836
1995,1,63,14,34624,34824
1995,1,63,15,32943,33455
1995,1,63,16,25289,24673
1995,1,63,17,16374,16460
1995,1,63,18,7982,7824
1995,1,63,21,2615,2548
1995,1,64,01,33475,34240
1995,1,64,02,34167,33559
1995,1,64,03,30167,30083
1995,1,64,04,30976,31063
1995,1,64,05,34141,34404
1995,1,64,06,34382,34908
1995,1,64,07,34081,33607
1995,1,64,08,31968,32113
1995,1,64,09,32531,32720
1995,1,64,10,36108,36475
1995,1,64,11,33541,32572
1995,1,64,12,25423,25135
